변환,원자료,원자료
"2018/11/26","1.914","8.437"
"2018/11/27","1.908","8.431"
"2018/11/28","1.920","8.440"
"2018/11/29","1.889","8.416"
"2018/11/30","1.897","8.424"
"2018/12/03","1.924","8.447"
"2018/12/04","1.914","8.443"
"2018/12/05","1.901","8.434"
"2018/12/06","1.839","8.386"
"2018/12/07","1.834","8.381"
"2018/12/10","1.803","8.364"
"2018/12/11","1.792","8.354"
"2018/12/12","1.803","8.362"
"2018/12/13","1.795","8.358"
"2018/12/14","1.781","8.347"
"2018/12/17","1.795","8.353"
"2018/12/18","1.795","8.352"
"2018/12/19","1.783","8.342"
"2018/12/20","1.800","8.354"
"2018/12/21","1.838","8.381"
"2018/12/24","1.846","8.384"
"2018/12/26","1.807","8.352"
"2018/12/27","1.810","8.354"
"2018/12/28","1.817","8.358"
"2018/12/31","1.817","8.358"
"2019/01/02","1.802","8.342"
"2019/01/03","1.796","8.338"
"2019/01/04","1.797","8.334"
"2019/01/07","1.807","8.343"
"2019/01/08","1.810","8.345"
"2019/01/09","1.809","8.346"
"2019/01/10","1.796","8.336"
"2019/01/11","1.804","8.339"
"2019/01/14","1.797","8.336"
"2019/01/15","1.797","8.336"
"2019/01/16","1.803","8.336"
"2019/01/17","1.795","8.334"
"2019/01/18","1.814","8.348"
"2019/01/21","1.821","8.352"
"2019/01/22","1.803","8.341"
"2019/01/23","1.803","8.343"
"2019/01/24","1.810","8.346"
"2019/01/25","1.812","8.346"
"2019/01/28","1.820","8.352"
"2019/01/29","1.823","8.355"
"2019/01/30","1.827","8.358"
"2019/01/31","1.809","8.340"
"2019/02/01","1.803","8.336"
"2019/02/07","1.801","8.332"
"2019/02/08","1.786","8.318"
"2019/02/11","1.781","8.313"
"2019/02/12","1.796","8.324"
"2019/02/13","1.801","8.328"
"2019/02/14","1.794","8.321"
"2019/02/15","1.779","8.310"
"2019/02/18","1.804","8.330"
"2019/02/19","1.800","8.328"
"2019/02/20","1.802","8.332"
"2019/02/21","1.811","8.337"
"2019/02/22","1.814","8.338"
"2019/02/25","1.819","8.343"
"2019/02/26","1.816","8.339"
"2019/02/27","1.808","8.331"
"2019/02/28","1.813","8.337"
"2019/03/04","1.834","8.357"
"2019/03/05","1.836","8.358"
"2019/03/06","1.828","8.352"
"2019/03/07","1.817","8.343"
"2019/03/08","1.802","8.329"
"2019/03/11","1.810","8.335"
"2019/03/12","1.810","8.335"
"2019/03/13","1.795","8.322"
"2019/03/14","1.793","8.320"
"2019/03/15","1.803","8.329"
"2019/03/18","1.812","8.338"
"2019/03/19","1.810","8.337"
"2019/03/20","1.813","8.341"
"2019/03/21","1.793","8.323"
"2019/03/22","1.800","8.330"
"2019/03/25","1.770","8.301"
"2019/03/26","1.763","8.292"
"2019/03/27","1.722","8.261"
"2019/03/28","1.679","8.224"
"2019/03/29","1.690","8.236"
"2019/04/01","1.726","8.269"
"2019/04/02","1.706","8.251"
"2019/04/03","1.720","8.267"
"2019/04/04","1.720","8.268"
"2019/04/05","1.735","8.281"
"2019/04/08","1.723","8.270"
"2019/04/09","1.725","8.270"
"2019/04/10","1.731","8.275"
"2019/04/11","1.732","8.276"
"2019/04/12","1.733","8.278"
"2019/04/15","1.761","8.303"
"2019/04/16","1.765","8.306"
"2019/04/17","1.778","8.321"
"2019/04/18","1.741","8.287"
"2019/04/19","1.756","8.300"
"2019/04/22","1.769","8.312"
"2019/04/23","1.768","8.309"
"2019/04/24","1.749","8.291"
"2019/04/25","1.724","8.267"
"2019/04/26","1.720","8.264"
"2019/04/29","1.712","8.258"
"2019/04/30","1.699","8.245"
"2019/05/02","1.732","8.272"
"2019/05/03","1.739","8.276"
"2019/05/07","1.723","8.261"
"2019/05/08","1.717","8.256"
"2019/05/09","1.708","8.248"
"2019/05/10","1.719","8.258"
"2019/05/13","1.721","8.258"
"2019/05/14","1.711","8.248"
"2019/05/15","1.710","8.246"
"2019/05/16","1.675","8.213"
"2019/05/17","1.670","8.212"
"2019/05/20","1.681","8.225"
"2019/05/21","1.663","8.212"
"2019/05/22","1.667","8.215"
"2019/05/23","1.648","8.200"
"2019/05/24","1.643","8.196"
"2019/05/27","1.652","8.201"
"2019/05/28","1.654","8.202"
"2019/05/29","1.619","8.178"
"2019/05/30","1.626","8.185"
"2019/05/31","1.587","8.151"
"2019/06/03","1.575","8.151"
"2019/06/04","1.570","8.148"
"2019/06/05","1.542","8.132"
"2019/06/07","1.537","8.131"
"2019/06/10","1.533","8.135"
"2019/06/11","1.542","8.142"
"2019/06/12","1.469","8.083"
"2019/06/13","1.480","8.087"
"2019/06/14","1.470","8.076"
"2019/06/17","1.491","8.096"
"2019/06/18","1.493","8.098"
"2019/06/19","1.484","8.089"
"2019/06/20","1.420","8.035"
"2019/06/21","1.440","8.049"
"2019/06/24","1.440","8.049"
"2019/06/25","1.478","8.077"
"2019/06/26","1.496","8.092"
"2019/06/27","1.494","8.094"
"2019/06/28","1.472","8.075"
"2019/07/01","1.479","8.081"
"2019/07/02","1.463","8.065"
"2019/07/03","1.429","8.032"
"2019/07/04","1.416","8.022"
"2019/07/05","1.423","8.029"
"2019/07/08","1.422","8.028"
"2019/07/09","1.424","8.029"
"2019/07/10","1.438","8.043"
"2019/07/11","1.419","8.026"
"2019/07/12","1.424","8.032"
"2019/07/15","1.434","8.041"
"2019/07/16","1.431","8.037"
"2019/07/17","1.399","8.007"
"2019/07/18","1.345","7.954"
"2019/07/19","1.327","7.936"
"2019/07/22","1.333","7.941"
"2019/07/23","1.339","7.947"
"2019/07/24","1.321","7.934"
"2019/07/25","1.302","7.911"
"2019/07/26","1.308","7.917"
"2019/07/29","1.306","7.916"
"2019/07/30","1.301","7.912"
"2019/07/31","1.292","7.904"
"2019/08/01","1.309","7.923"
"2019/08/02","1.260","7.874"
"2019/08/05","1.172","7.794"
"2019/08/06","1.163","7.790"
"2019/08/07","1.153","7.780"
"2019/08/08","1.165","7.794"
"2019/08/09","1.186","7.811"
"2019/08/12","1.182","7.811"
"2019/08/13","1.150","7.782"
"2019/08/14","1.149","7.782"
"2019/08/16","1.095","7.727"
"2019/08/19","1.093","7.728"
"2019/08/20","1.101","7.737"
"2019/08/21","1.156","7.786"
"2019/08/22","1.130","7.758"
"2019/08/23","1.169","7.792"
"2019/08/26","1.121","7.749"
"2019/08/27","1.171","7.796"
"2019/08/28","1.180","7.802"
"2019/08/29","1.167","7.792"
"2019/08/30","1.168","7.795"
"2019/09/02","1.233","7.842"
"2019/09/03","1.228","7.835"
"2019/09/04","1.241","7.843"
"2019/09/05","1.259","7.862"
"2019/09/06","1.265","7.871"
"2019/09/09","1.235","7.843"
"2019/09/10","1.242","7.848"
"2019/09/11","1.258","7.864"
"2019/09/16","1.348","7.952"
"2019/09/17","1.315","7.924"
"2019/09/18","1.309","7.919"
"2019/09/19","1.329","7.939"
"2019/09/20","1.332","7.940"
"2019/09/23","1.331","7.941"
"2019/09/24","1.325","7.933"
"2019/09/25","1.304","7.911"
"2019/09/26","1.301","7.911"
"2019/09/27","1.301","7.911"
"2019/09/30","1.297","7.903"
"2019/10/01","1.323","7.927"
"2019/10/02","1.303","7.911"
"2019/10/04","1.210","7.822"
"2019/10/07","1.232","7.845"
"2019/10/08","1.264","7.873"
"2019/10/10","1.276","7.887"
"2019/10/11","1.281","7.893"
"2019/10/14","1.281","7.896"
"2019/10/15","1.281","7.898"
"2019/10/16","1.320","7.934"
"2019/10/17","1.375","7.989"
"2019/10/18","1.375","7.990"
"2019/10/21","1.408","8.022"
"2019/10/22","1.379","7.995"
"2019/10/23","1.388","8.003"
"2019/10/24","1.396","8.014"
"2019/10/25","1.435","8.051"
"2019/10/28","1.523","8.130"
"2019/10/29","1.499","8.106"
"2019/10/30","1.481","8.092"
"2019/10/31","1.466","8.083"
"2019/11/01","1.467","8.085"
"2019/11/04","1.550","8.162"
"2019/11/05","1.522","8.135"
"2019/11/06","1.530","8.142"
"2019/11/07","1.541","8.157"
"2019/11/08","1.518","8.133"
"2019/11/11","1.500","8.121"
"2019/11/12","1.564","8.174"
"2019/11/13","1.510","8.125"
"2019/11/14","1.515","8.126"
"2019/11/15","1.513","8.128"
"2019/11/18","1.518","8.132"
"2019/11/19","1.485","8.102"
"2019/11/20","1.450","8.073"
"2019/11/21","1.462","8.087"
"2019/11/22","1.456","8.082"
"2019/11/25","1.475","8.099"
"2019/11/26","1.475","8.099"
"2019/11/27","1.456","8.085"
"2019/11/28","1.430","8.067"
"2019/11/29","1.385","8.034"
"2019/12/02","1.425","8.071"
"2019/12/03","1.460","8.096"
"2019/12/04","1.406","8.048"
"2019/12/05","1.423","8.066"
"2019/12/06","1.430","8.077"
"2019/12/09","1.412","8.063"
"2019/12/10","1.390","8.058"
"2019/12/11","1.381","8.051"
"2019/12/12","1.382","8.051"
"2019/12/13","1.402","8.071"
"2019/12/16","1.369","8.044"
"2019/12/17","1.363","8.040"
"2019/12/18","1.357","8.038"
"2019/12/19","1.383","8.061"
"2019/12/20","1.392","8.070"
"2019/12/23","1.380","8.062"
"2019/12/24","1.370","8.057"
"2019/12/26","1.367","8.053"
"2019/12/27","1.370","8.056"
"2019/12/30","1.360","8.049"
"2019/12/31","1.360","8.049"
