변환,원자료,원자료
"2015/07/23","1.716","7.874"
"2015/07/24","1.706","7.865"
"2015/07/27","1.703","7.862"
"2015/07/28","1.731","7.887"
"2015/07/29","1.716","7.880"
"2015/07/30","1.735","7.900"
"2015/07/31","1.768","7.933"
"2015/08/03","1.760","7.924"
"2015/08/04","1.774","7.936"
"2015/08/05","1.792","7.953"
"2015/08/06","1.786","7.947"
"2015/08/07","1.783","7.946"
"2015/08/10","1.763","7.928"
"2015/08/11","1.737","7.906"
"2015/08/12","1.705","7.875"
"2015/08/13","1.729","7.899"
"2015/08/17","1.723","7.897"
"2015/08/18","1.716","7.890"
"2015/08/19","1.730","7.904"
"2015/08/20","1.714","7.890"
"2015/08/21","1.709","7.888"
"2015/08/24","1.693","7.874"
"2015/08/25","1.708","7.891"
"2015/08/26","1.719","7.903"
"2015/08/27","1.705","7.896"
"2015/08/28","1.718","7.908"
"2015/08/31","1.735","7.925"
"2015/09/01","1.725","7.919"
"2015/09/02","1.696","7.894"
"2015/09/03","1.674","7.877"
"2015/09/04","1.645","7.852"
"2015/09/07","1.651","7.857"
"2015/09/08","1.668","7.874"
"2015/09/09","1.680","7.890"
"2015/09/10","1.650","7.865"
"2015/09/11","1.655","7.874"
"2015/09/14","1.667","7.891"
"2015/09/15","1.653","7.879"
"2015/09/16","1.670","7.897"
"2015/09/17","1.683","7.909"
"2015/09/18","1.635","7.866"
"2015/09/21","1.617","7.850"
"2015/09/22","1.624","7.857"
"2015/09/23","1.619","7.854"
"2015/09/24","1.630","7.869"
"2015/09/25","1.615","7.856"
"2015/09/30","1.568","7.813"
"2015/10/01","1.596","7.843"
"2015/10/02","1.584","7.832"
"2015/10/05","1.577","7.827"
"2015/10/06","1.591","7.842"
"2015/10/07","1.614","7.870"
"2015/10/08","1.615","7.873"
"2015/10/12","1.646","7.907"
"2015/10/13","1.638","7.900"
"2015/10/14","1.657","7.913"
"2015/10/15","1.623","7.886"
"2015/10/16","1.622","7.887"
"2015/10/19","1.622","7.890"
"2015/10/20","1.640","7.910"
"2015/10/21","1.649","7.920"
"2015/10/22","1.654","7.929"
"2015/10/23","1.650","7.928"
"2015/10/26","1.645","7.924"
"2015/10/27","1.630","7.912"
"2015/10/28","1.626","7.910"
"2015/10/29","1.641","7.925"
"2015/10/30","1.657","7.944"
"2015/11/02","1.658","7.948"
"2015/11/03","1.665","7.962"
"2015/11/04","1.677","7.977"
"2015/11/05","1.691","7.990"
"2015/11/06","1.729","8.028"
"2015/11/09","1.803","8.103"
"2015/11/10","1.781","8.084"
"2015/11/11","1.798","8.103"
"2015/11/12","1.787","8.097"
"2015/11/13","1.778","8.090"
"2015/11/16","1.749","8.061"
"2015/11/17","1.758","8.072"
"2015/11/18","1.752","8.068"
"2015/11/19","1.736","8.055"
"2015/11/20","1.762","8.081"
"2015/11/23","1.761","8.084"
"2015/11/24","1.767","8.093"
"2015/11/25","1.769","8.094"
"2015/11/26","1.778","8.104"
"2015/11/27","1.798","8.127"
"2015/11/30","1.785","8.117"
"2015/12/01","1.772","8.109"
"2015/12/02","1.762","8.101"
"2015/12/03","1.755","8.097"
"2015/12/04","1.781","8.119"
"2015/12/07","1.787","8.122"
"2015/12/08","1.763","8.107"
"2015/12/09","1.762","8.106"
"2015/12/10","1.745","8.094"
"2015/12/11","1.748","8.101"
"2015/12/14","1.732","8.091"
"2015/12/15","1.733","8.094"
"2015/12/16","1.748","8.111"
"2015/12/17","1.726","8.096"
"2015/12/18","1.693","8.070"
"2015/12/21","1.658","8.046"
"2015/12/22","1.672","8.063"
"2015/12/23","1.668","8.060"
"2015/12/24","1.662","8.057"
"2015/12/28","1.677","8.066"
"2015/12/29","1.655","8.050"
"2015/12/30","1.662","8.057"
"2015/12/31","1.662","8.057"
"2016/01/04","1.634","8.033"
"2016/01/05","1.643","8.045"
"2016/01/06","1.639","8.041"
"2016/01/07","1.639","8.038"
"2016/01/08","1.665","8.062"
"2016/01/11","1.635","8.034"
"2016/01/12","1.638","8.037"
"2016/01/13","1.633","8.033"
"2016/01/14","1.648","8.046"
"2016/01/15","1.648","8.047"
"2016/01/18","1.646","8.048"
"2016/01/19","1.644","8.049"
"2016/01/20","1.617","8.024"
"2016/01/21","1.611","8.020"
"2016/01/22","1.621","8.030"
"2016/01/25","1.621","8.030"
"2016/01/26","1.599","8.011"
"2016/01/27","1.604","8.018"
"2016/01/28","1.618","8.031"
"2016/01/29","1.564","7.986"
"2016/02/01","1.525","7.949"
"2016/02/02","1.516","7.941"
"2016/02/03","1.496","7.916"
"2016/02/04","1.494","7.913"
"2016/02/05","1.506","7.924"
"2016/02/11","1.450","7.861"
"2016/02/12","1.475","7.888"
"2016/02/15","1.484","7.904"
"2016/02/16","1.431","7.859"
"2016/02/17","1.435","7.865"
"2016/02/18","1.451","7.881"
"2016/02/19","1.468","7.897"
"2016/02/22","1.480","7.914"
"2016/02/23","1.481","7.915"
"2016/02/24","1.469","7.907"
"2016/02/25","1.464","7.902"
"2016/02/26","1.452","7.892"
"2016/02/29","1.454","7.895"
"2016/03/02","1.469","7.911"
"2016/03/03","1.504","7.945"
"2016/03/04","1.522","7.962"
"2016/03/07","1.502","7.945"
"2016/03/08","1.481","7.931"
"2016/03/09","1.470","7.923"
"2016/03/10","1.500","7.943"
"2016/03/11","1.550","7.994"
"2016/03/14","1.532","7.986"
"2016/03/15","1.533","7.988"
"2016/03/16","1.542","7.998"
"2016/03/17","1.515","7.970"
"2016/03/18","1.499","7.957"
"2016/03/21","1.496","7.952"
"2016/03/22","1.512","7.969"
"2016/03/23","1.512","7.972"
"2016/03/24","1.500","7.962"
"2016/03/25","1.495","7.953"
"2016/03/28","1.479","7.945"
"2016/03/29","1.449","7.917"
"2016/03/30","1.450","7.917"
"2016/03/31","1.444","7.914"
"2016/04/01","1.448","7.914"
"2016/04/04","1.440","7.905"
"2016/04/05","1.453","7.914"
"2016/04/06","1.458","7.918"
"2016/04/07","1.468","7.927"
"2016/04/08","1.463","7.924"
"2016/04/11","1.466","7.926"
"2016/04/12","1.465","7.927"
"2016/04/14","1.502","7.963"
"2016/04/15","1.494","7.959"
"2016/04/18","1.507","7.973"
"2016/04/19","1.501","7.969"
"2016/04/20","1.474","7.943"
"2016/04/21","1.483","7.952"
"2016/04/22","1.472","7.946"
"2016/04/25","1.455","7.933"
"2016/04/26","1.452","7.932"
"2016/04/27","1.456","7.933"
"2016/04/28","1.450","7.927"
"2016/04/29","1.453","7.929"
"2016/05/02","1.465","7.940"
"2016/05/03","1.445","7.928"
"2016/05/04","1.434","7.915"
"2016/05/09","1.413","7.900"
"2016/05/10","1.412","7.900"
"2016/05/11","1.417","7.902"
"2016/05/12","1.422","7.907"
"2016/05/13","1.442","7.924"
"2016/05/16","1.443","7.928"
"2016/05/17","1.455","7.940"
"2016/05/18","1.472","7.958"
"2016/05/19","1.492","7.977"
"2016/05/20","1.471","7.960"
"2016/05/23","1.467","7.959"
"2016/05/24","1.444","7.938"
"2016/05/25","1.461","7.951"
"2016/05/26","1.468","7.955"
"2016/05/27","1.468","7.955"
"2016/05/30","1.503","7.987"
"2016/05/31","1.496","7.984"
"2016/06/01","1.438","7.926"
"2016/06/02","1.443","7.931"
"2016/06/03","1.423","7.914"
"2016/06/07","1.405","7.896"
"2016/06/08","1.378","7.872"
"2016/06/09","1.345","7.839"
"2016/06/10","1.322","7.829"
"2016/06/13","1.311","7.819"
"2016/06/14","1.337","7.842"
"2016/06/15","1.339","7.841"
"2016/06/16","1.318","7.819"
"2016/06/17","1.334","7.835"
"2016/06/20","1.359","7.860"
"2016/06/21","1.343","7.847"
"2016/06/22","1.355","7.859"
"2016/06/23","1.337","7.841"
"2016/06/24","1.249","7.753"
"2016/06/27","1.236","7.739"
"2016/06/28","1.248","7.750"
"2016/06/29","1.238","7.738"
"2016/06/30","1.247","7.747"
"2016/07/01","1.210","7.713"
"2016/07/04","1.224","7.723"
"2016/07/05","1.217","7.719"
"2016/07/06","1.203","7.706"
"2016/07/07","1.208","7.709"
"2016/07/08","1.216","7.715"
"2016/07/11","1.213","7.711"
"2016/07/12","1.217","7.718"
"2016/07/13","1.211","7.717"
"2016/07/14","1.205","7.713"
"2016/07/15","1.221","7.725"
"2016/07/18","1.229","7.733"
"2016/07/19","1.227","7.728"
"2016/07/20","1.221","7.726"
"2016/07/21","1.233","7.738"
"2016/07/22","1.227","7.730"
"2016/07/25","1.225","7.731"
"2016/07/26","1.220","7.725"
"2016/07/27","1.222","7.725"
"2016/07/28","1.203","7.709"
"2016/07/29","1.216","7.719"
"2016/08/01","1.212","7.712"
"2016/08/02","1.212","7.713"
"2016/08/03","1.247","7.739"
"2016/08/04","1.238","7.730"
"2016/08/05","1.225","7.718"
"2016/08/08","1.246","7.735"
"2016/08/09","1.247","7.734"
"2016/08/10","1.215","7.705"
"2016/08/11","1.222","7.710"
"2016/08/12","1.230","7.717"
"2016/08/16","1.219","7.705"
"2016/08/17","1.233","7.721"
"2016/08/18","1.228","7.714"
"2016/08/19","1.231","7.716"
"2016/08/22","1.232","7.719"
"2016/08/23","1.228","7.713"
"2016/08/24","1.229","7.714"
"2016/08/25","1.236","7.720"
"2016/08/26","1.241","7.726"
"2016/08/29","1.272","7.751"
"2016/08/30","1.283","7.758"
"2016/08/31","1.308","7.781"
"2016/09/01","1.333","7.800"
"2016/09/02","1.326","7.794"
"2016/09/05","1.307","7.780"
"2016/09/06","1.300","7.775"
"2016/09/07","1.278","7.753"
"2016/09/08","1.288","7.763"
"2016/09/09","1.328","7.797"
"2016/09/12","1.356","7.825"
"2016/09/13","1.350","7.822"
"2016/09/19","1.345","7.821"
"2016/09/20","1.336","7.813"
"2016/09/21","1.327","7.809"
"2016/09/22","1.296","7.781"
"2016/09/23","1.303","7.785"
"2016/09/26","1.308","7.790"
"2016/09/27","1.305","7.792"
"2016/09/28","1.304","7.790"
"2016/09/29","1.297","7.784"
"2016/09/30","1.247","7.746"
"2016/10/04","1.276","7.772"
"2016/10/05","1.316","7.807"
"2016/10/06","1.321","7.816"
"2016/10/07","1.326","7.821"
"2016/10/10","1.335","7.834"
"2016/10/11","1.373","7.870"
"2016/10/12","1.353","7.863"
"2016/10/13","1.323","7.837"
"2016/10/14","1.319","7.838"
"2016/10/17","1.350","7.868"
"2016/10/18","1.353","7.864"
"2016/10/19","1.352","7.865"
"2016/10/20","1.354","7.867"
"2016/10/21","1.381","7.895"
"2016/10/24","1.385","7.899"
"2016/10/25","1.398","7.918"
"2016/10/26","1.405","7.923"
"2016/10/27","1.418","7.933"
"2016/10/28","1.438","7.955"
"2016/10/31","1.438","7.952"
"2016/11/01","1.451","7.965"
"2016/11/02","1.436","7.953"
"2016/11/03","1.428","7.949"
"2016/11/04","1.431","7.954"
"2016/11/07","1.426","7.948"
"2016/11/08","1.425","7.943"
"2016/11/09","1.402","7.925"
"2016/11/10","1.465","7.987"
"2016/11/11","1.508","8.027"
"2016/11/14","1.610","8.133"
"2016/11/15","1.635","8.146"
"2016/11/16","1.689","8.192"
"2016/11/17","1.713","8.206"
"2016/11/18","1.736","8.246"
"2016/11/21","1.725","8.241"
"2016/11/22","1.735","8.250"
"2016/11/23","1.775","8.282"
"2016/11/24","1.811","8.324"
"2016/11/25","1.811","8.328"
"2016/11/28","1.764","8.288"
"2016/11/29","1.709","8.260"
"2016/11/30","1.710","8.261"
"2016/12/01","1.726","8.281"
"2016/12/02","1.745","8.299"
"2016/12/05","1.727","8.283"
"2016/12/06","1.737","8.295"
"2016/12/07","1.736","8.295"
"2016/12/08","1.714","8.279"
"2016/12/09","1.735","8.299"
"2016/12/12","1.734","8.315"
"2016/12/13","1.676","8.270"
"2016/12/14","1.644","8.243"
"2016/12/15","1.697","8.286"
"2016/12/16","1.688","8.277"
"2016/12/19","1.694","8.283"
"2016/12/20","1.714","8.296"
"2016/12/21","1.687","8.278"
"2016/12/22","1.657","8.266"
"2016/12/23","1.665","8.275"
"2016/12/26","1.669","8.283"
"2016/12/27","1.654","8.279"
"2016/12/28","1.643","8.270"
"2016/12/29","1.638","8.265"
"2016/12/30","1.638","8.265"
"2017/01/02","1.638","8.262"
"2017/01/03","1.617","8.247"
"2017/01/04","1.630","8.255"
"2017/01/05","1.607","8.236"
"2017/01/06","1.626","8.252"
"2017/01/09","1.663","8.284"
"2017/01/10","1.647","8.267"
"2017/01/11","1.653","8.276"
"2017/01/12","1.624","8.248"
"2017/01/13","1.635","8.265"
"2017/01/16","1.633","8.270"
"2017/01/17","1.628","8.266"
"2017/01/18","1.649","8.289"
"2017/01/19","1.677","8.320"
"2017/01/20","1.655","8.307"
"2017/01/23","1.640","8.297"
"2017/01/24","1.628","8.285"
"2017/01/25","1.647","8.304"
"2017/01/26","1.687","8.347"
"2017/01/31","1.675","8.337"
"2017/02/01","1.685","8.348"
"2017/02/02","1.674","8.335"
"2017/02/03","1.685","8.345"
"2017/02/06","1.662","8.326"
"2017/02/07","1.641","8.304"
"2017/02/08","1.652","8.314"
"2017/02/09","1.648","8.310"
"2017/02/10","1.668","8.331"
"2017/02/13","1.663","8.329"
"2017/02/14","1.653","8.319"
"2017/02/15","1.661","8.329"
"2017/02/16","1.656","8.321"
"2017/02/17","1.655","8.320"
"2017/02/20","1.670","8.336"
"2017/02/21","1.671","8.338"
"2017/02/22","1.690","8.357"
"2017/02/23","1.676","8.343"
"2017/02/24","1.666","8.337"
"2017/02/27","1.663","8.334"
"2017/02/28","1.670","8.342"
"2017/03/02","1.713","8.386"
"2017/03/03","1.713","8.389"
"2017/03/06","1.746","8.422"
"2017/03/07","1.784","8.464"
"2017/03/08","1.784","8.464"
"2017/03/09","1.789","8.474"
"2017/03/10","1.780","8.468"
"2017/03/13","1.765","8.457"
"2017/03/14","1.758","8.454"
"2017/03/15","1.759","8.456"
"2017/03/16","1.695","8.395"
"2017/03/17","1.675","8.383"
"2017/03/20","1.670","8.387"
"2017/03/21","1.670","8.389"
"2017/03/22","1.663","8.380"
"2017/03/23","1.666","8.386"
"2017/03/24","1.678","8.400"
"2017/03/27","1.650","8.378"
"2017/03/28","1.657","8.385"
"2017/03/29","1.653","8.385"
"2017/03/30","1.665","8.392"
"2017/03/31","1.662","8.390"
"2017/04/03","1.668","8.393"
"2017/04/04","1.646","8.373"
"2017/04/05","1.654","8.381"
"2017/04/06","1.679","8.405"
"2017/04/07","1.681","8.411"
"2017/04/10","1.722","8.449"
"2017/04/11","1.693","8.420"
"2017/04/12","1.686","8.415"
"2017/04/13","1.674","8.402"
"2017/04/14","1.677","8.406"
"2017/04/17","1.673","8.403"
"2017/04/18","1.676","8.406"
"2017/04/19","1.670","8.400"
"2017/04/20","1.674","8.406"
"2017/04/21","1.684","8.417"
"2017/04/24","1.701","8.435"
"2017/04/25","1.677","8.423"
"2017/04/26","1.682","8.428"
"2017/04/27","1.673","8.419"
"2017/04/28","1.675","8.419"
"2017/05/02","1.690","8.434"
"2017/05/04","1.681","8.426"
"2017/05/08","1.707","8.451"
"2017/05/10","1.733","8.477"
"2017/05/11","1.727","8.475"
"2017/05/12","1.710","8.461"
"2017/05/15","1.710","8.463"
"2017/05/16","1.717","8.467"
"2017/05/17","1.684","8.435"
"2017/05/18","1.683","8.436"
"2017/05/19","1.671","8.426"
"2017/05/22","1.685","8.442"
"2017/05/23","1.676","8.432"
"2017/05/24","1.691","8.446"
"2017/05/25","1.681","8.437"
"2017/05/26","1.677","8.434"
"2017/05/29","1.672","8.432"
"2017/05/30","1.658","8.419"
"2017/05/31","1.661","8.422"
"2017/06/01","1.645","8.409"
"2017/06/02","1.630","8.397"
"2017/06/05","1.623","8.389"
"2017/06/07","1.621","8.388"
"2017/06/08","1.637","8.402"
"2017/06/09","1.632","8.400"
"2017/06/12","1.697","8.460"
"2017/06/13","1.661","8.431"
"2017/06/14","1.681","8.451"
"2017/06/15","1.682","8.450"
"2017/06/16","1.695","8.466"
"2017/06/19","1.683","8.456"
"2017/06/20","1.685","8.457"
"2017/06/21","1.692","8.463"
"2017/06/22","1.701","8.471"
"2017/06/23","1.688","8.462"
"2017/06/26","1.686","8.461"
"2017/06/27","1.681","8.457"
"2017/06/28","1.711","8.485"
"2017/06/29","1.700","8.480"
"2017/06/30","1.698","8.480"
"2017/07/03","1.716","8.498"
"2017/07/04","1.740","8.521"
"2017/07/05","1.745","8.526"
"2017/07/06","1.750","8.529"
"2017/07/07","1.781","8.559"
"2017/07/10","1.756","8.535"
"2017/07/11","1.762","8.540"
"2017/07/12","1.762","8.539"
"2017/07/13","1.745","8.523"
"2017/07/14","1.750","8.528"
"2017/07/17","1.754","8.535"
"2017/07/18","1.746","8.530"
"2017/07/19","1.747","8.530"
"2017/07/20","1.740","8.524"
"2017/07/21","1.721","8.509"
"2017/07/24","1.720","8.505"
"2017/07/25","1.709","8.492"
"2017/07/26","1.729","8.508"
"2017/07/27","1.712","8.491"
"2017/07/28","1.723","8.498"
"2017/07/31","1.724","8.500"
"2017/08/01","1.733","8.515"
"2017/08/02","1.730","8.513"
"2017/08/03","1.737","8.520"
"2017/08/04","1.742","8.522"
"2017/08/07","1.772","8.553"
"2017/08/08","1.805","8.579"
"2017/08/09","1.833","8.603"
"2017/08/10","1.824","8.592"
"2017/08/11","1.804","8.581"
"2017/08/14","1.802","8.581"
"2017/08/16","1.821","8.601"
"2017/08/17","1.801","8.584"
"2017/08/18","1.777","8.570"
"2017/08/21","1.784","8.573"
"2017/08/22","1.803","8.587"
"2017/08/23","1.797","8.582"
"2017/08/24","1.801","8.586"
"2017/08/25","1.755","8.553"
"2017/08/28","1.758","8.556"
"2017/08/29","1.772","8.569"
"2017/08/30","1.752","8.552"
"2017/08/31","1.747","8.548"
"2017/09/01","1.747","8.546"
"2017/09/04","1.782","8.578"
"2017/09/05","1.780","8.576"
"2017/09/06","1.775","8.566"
"2017/09/07","1.782","8.569"
"2017/09/08","1.758","8.543"
"2017/09/11","1.757","8.546"
"2017/09/12","1.753","8.544"
"2017/09/13","1.742","8.535"
"2017/09/14","1.742","8.535"
"2017/09/15","1.739","8.534"
"2017/09/18","1.742","8.538"
"2017/09/19","1.779","8.570"
"2017/09/20","1.775","8.568"
"2017/09/21","1.781","8.573"
"2017/09/22","1.775","8.567"
"2017/09/25","1.786","8.578"
"2017/09/26","1.832","8.620"
"2017/09/27","1.887","8.670"
"2017/09/28","1.888","8.674"
"2017/09/29","1.888","8.672"
"2017/10/10","1.938","8.720"
"2017/10/11","1.929","8.715"
"2017/10/12","1.900","8.693"
"2017/10/13","1.916","8.710"
"2017/10/16","1.927","8.723"
"2017/10/17","1.947","8.738"
"2017/10/18","1.935","8.728"
"2017/10/19","2.006","8.800"
"2017/10/20","2.088","8.881"
"2017/10/23","2.032","8.837"
"2017/10/24","2.057","8.862"
"2017/10/25","2.094","8.900"
"2017/10/26","2.182","8.978"
"2017/10/27","2.164","8.965"
"2017/10/30","2.137","8.946"
"2017/10/31","2.164","8.972"
"2017/11/01","2.140","8.950"
"2017/11/02","2.126","8.934"
"2017/11/03","2.133","8.942"
"2017/11/06","2.152","8.960"
"2017/11/07","2.133","8.944"
"2017/11/08","2.151","8.958"
"2017/11/09","2.147","8.958"
"2017/11/10","2.157","8.969"
"2017/11/13","2.180","8.991"
"2017/11/14","2.211","9.017"
"2017/11/15","2.177","8.984"
"2017/11/16","2.171","8.982"
"2017/11/17","2.174","8.981"
"2017/11/20","2.156","8.963"
"2017/11/21","2.156","8.964"
"2017/11/22","2.170","8.974"
"2017/11/23","2.134","8.947"
"2017/11/24","2.169","8.975"
"2017/11/27","2.153","8.959"
"2017/11/28","2.119","8.929"
"2017/11/29","2.112","8.921"
"2017/11/30","2.075","8.887"
"2017/12/01","2.081","8.892"
"2017/12/04","2.083","8.895"
"2017/12/05","2.112","8.922"
"2017/12/06","2.084","8.897"
"2017/12/07","2.094","8.905"
"2017/12/08","2.094","8.904"
"2017/12/11","2.087","8.899"
"2017/12/12","2.077","8.887"
"2017/12/13","2.078","8.888"
"2017/12/14","2.080","8.888"
"2017/12/15","2.078","8.885"
"2017/12/18","2.090","8.896"
"2017/12/19","2.097","8.902"
"2017/12/20","2.087","8.897"
"2017/12/21","2.094","8.901"
"2017/12/22","2.131","8.937"
"2017/12/26","2.129","8.937"
"2017/12/27","2.150","8.957"
"2017/12/28","2.134","8.942"
"2017/12/29","2.135","8.942"
"2018/01/02","2.119","8.929"
"2018/01/03","2.127","8.931"
"2018/01/04","2.142","8.943"
"2018/01/05","2.099","8.915"
"2018/01/08","2.135","8.940"
"2018/01/09","2.149","8.954"
"2018/01/10","2.172","8.978"
"2018/01/11","2.152","8.959"
"2018/01/12","2.174","8.974"
"2018/01/15","2.223","9.014"
"2018/01/16","2.225","9.008"
"2018/01/17","2.227","9.009"
"2018/01/18","2.172","8.966"
"2018/01/19","2.170","8.967"
"2018/01/22","2.203","8.995"
"2018/01/23","2.192","8.987"
"2018/01/24","2.197","8.991"
"2018/01/25","2.215","9.004"
"2018/01/26","2.222","9.011"
"2018/01/29","2.281","9.058"
"2018/01/30","2.304","9.077"
"2018/01/31","2.274","9.049"
"2018/02/01","2.249","9.027"
"2018/02/02","2.250","9.025"
"2018/02/05","2.287","9.058"
"2018/02/06","2.253","9.027"
"2018/02/07","2.248","9.021"
"2018/02/08","2.272","9.045"
"2018/02/09","2.278","9.051"
"2018/02/12","2.302","9.076"
"2018/02/13","2.278","9.053"
"2018/02/14","2.265","9.045"
"2018/02/19","2.302","9.075"
"2018/02/20","2.316","9.084"
"2018/02/21","2.306","9.074"
"2018/02/22","2.303","9.071"
"2018/02/23","2.285","9.058"
"2018/02/26","2.263","9.041"
"2018/02/27","2.258","9.037"
"2018/02/28","2.266","9.045"
"2018/03/02","2.290","9.067"
"2018/03/05","2.311","9.079"
"2018/03/06","2.312","9.081"
"2018/03/07","2.297","9.066"
"2018/03/08","2.286","9.057"
"2018/03/09","2.293","9.064"
"2018/03/12","2.305","9.074"
"2018/03/13","2.301","9.070"
"2018/03/14","2.274","9.051"
"2018/03/15","2.268","9.047"
"2018/03/16","2.276","9.055"
"2018/03/19","2.275","9.058"
"2018/03/20","2.286","9.069"
"2018/03/21","2.291","9.070"
"2018/03/22","2.256","9.041"
"2018/03/23","2.223","9.015"
"2018/03/26","2.244","9.035"
"2018/03/27","2.232","9.026"
"2018/03/28","2.222","9.014"
"2018/03/29","2.227","9.016"
"2018/03/30","2.216","9.012"
"2018/04/02","2.225","9.020"
"2018/04/03","2.193","9.002"
"2018/04/04","2.168","8.983"
"2018/04/05","2.175","8.995"
"2018/04/06","2.156","8.981"
"2018/04/09","2.167","8.991"
"2018/04/10","2.185","9.002"
"2018/04/11","2.165","8.987"
"2018/04/12","2.156","8.979"
"2018/04/13","2.155","8.983"
"2018/04/16","2.169","8.995"
"2018/04/17","2.178","9.002"
"2018/04/18","2.196","9.013"
"2018/04/19","2.195","9.016"
"2018/04/20","2.200","9.025"
"2018/04/23","2.235","9.057"
"2018/04/24","2.227","9.050"
"2018/04/25","2.246","9.070"
"2018/04/26","2.234","9.055"
"2018/04/27","2.201","9.026"
"2018/04/30","2.216","9.039"
"2018/05/02","2.237","9.058"
"2018/05/03","2.246","9.066"
"2018/05/04","2.280","9.094"
"2018/05/08","2.311","9.117"
"2018/05/09","2.309","9.119"
"2018/05/10","2.276","9.094"
"2018/05/11","2.286","9.102"
"2018/05/14","2.309","9.118"
"2018/05/15","2.312","9.121"
"2018/05/16","2.285","9.102"
"2018/05/17","2.262","9.084"
"2018/05/18","2.231","9.055"
"2018/05/21","2.251","9.073"
"2018/05/23","2.235","9.061"
"2018/05/24","2.191","9.029"
"2018/05/25","2.198","9.035"
"2018/05/28","2.208","9.041"
"2018/05/29","2.189","9.027"
"2018/05/30","2.192","9.030"
"2018/05/31","2.195","9.028"
"2018/06/01","2.193","9.025"
"2018/06/04","2.213","9.045"
"2018/06/05","2.201","9.037"
"2018/06/07","2.217","9.053"
"2018/06/08","2.189","9.030"
"2018/06/11","2.223","9.047"
"2018/06/12","2.223","9.047"
"2018/06/14","2.227","9.058"
"2018/06/15","2.186","9.025"
"2018/06/18","2.178","9.018"
"2018/06/19","2.164","9.005"
"2018/06/20","2.163","9.005"
"2018/06/21","2.149","8.994"
"2018/06/22","2.147","8.995"
"2018/06/25","2.143","8.992"
"2018/06/26","2.148","8.996"
"2018/06/27","2.122","8.976"
"2018/06/28","2.115","8.971"
"2018/06/29","2.122","8.976"
"2018/07/02","2.123","8.976"
"2018/07/03","2.138","8.989"
"2018/07/04","2.116","8.969"
"2018/07/05","2.093","8.951"
"2018/07/06","2.101","8.957"
"2018/07/09","2.107","8.962"
"2018/07/10","2.095","8.951"
"2018/07/11","2.054","8.915"
"2018/07/12","2.090","8.951"
"2018/07/13","2.105","8.962"
"2018/07/16","2.088","8.949"
"2018/07/17","2.094","8.954"
"2018/07/18","2.087","8.948"
"2018/07/19","2.089","8.951"
"2018/07/20","2.077","8.938"
"2018/07/23","2.077","8.941"
"2018/07/24","2.092","8.954"
"2018/07/25","2.079","8.945"
"2018/07/26","2.071","8.938"
"2018/07/27","2.112","8.974"
"2018/07/30","2.128","8.989"
"2018/07/31","2.123","8.983"
"2018/08/01","2.124","8.982"
"2018/08/02","2.113","8.972"
"2018/08/03","2.108","8.968"
"2018/08/06","2.097","8.959"
"2018/08/07","2.082","8.948"
"2018/08/08","2.070","8.936"
"2018/08/09","2.050","8.919"
"2018/08/10","2.040","8.908"
"2018/08/13","2.051","8.917"
"2018/08/14","2.063","8.925"
"2018/08/16","2.050","8.914"
"2018/08/17","1.997","8.868"
"2018/08/20","1.985","8.859"
"2018/08/21","1.919","8.800"
"2018/08/22","1.962","8.831"
"2018/08/23","1.963","8.830"
"2018/08/24","1.963","8.829"
"2018/08/27","1.963","8.760"
"2018/08/28","1.965","8.704"
"2018/08/29","1.955","8.644"
"2018/08/30","1.980","8.617"
"2018/08/31","1.916","8.519"
"2018/09/03","1.922","8.498"
"2018/09/04","1.917","8.473"
"2018/09/05","1.900","8.436"
"2018/09/06","1.912","8.440"
"2018/09/07","1.919","8.434"
"2018/09/10","1.918","8.436"
"2018/09/11","1.923","8.442"
"2018/09/12","1.893","8.413"
"2018/09/13","1.921","8.439"
"2018/09/14","1.960","8.475"
"2018/09/17","1.967","8.483"
"2018/09/18","1.980","8.493"
"2018/09/19","1.996","8.509"
"2018/09/20","2.035","8.547"
"2018/09/21","2.022","8.534"
"2018/09/27","2.006","8.519"
"2018/09/28","2.005","8.516"
"2018/10/01","2.022","8.530"
"2018/10/02","2.015","8.527"
"2018/10/04","2.066","8.575"
"2018/10/05","2.084","8.591"
"2018/10/08","2.091","8.598"
"2018/10/10","2.059","8.568"
"2018/10/11","2.012","8.523"
"2018/10/12","2.050","8.552"
"2018/10/15","2.051","8.551"
"2018/10/16","2.048","8.547"
"2018/10/17","2.023","8.526"
"2018/10/18","1.981","8.485"
"2018/10/19","1.989","8.492"
"2018/10/22","2.009","8.511"
"2018/10/23","1.989","8.494"
"2018/10/24","2.007","8.504"
"2018/10/25","1.982","8.484"
"2018/10/26","1.968","8.470"
"2018/10/29","1.894","8.400"
"2018/10/30","1.931","8.437"
"2018/10/31","1.939","8.444"
"2018/11/01","1.942","8.444"
"2018/11/02","1.982","8.481"
"2018/11/05","1.982","8.481"
"2018/11/06","1.984","8.486"
"2018/11/07","1.964","8.469"
"2018/11/08","1.966","8.470"
"2018/11/09","1.960","8.466"
"2018/11/12","1.945","8.456"
"2018/11/13","1.940","8.452"
"2018/11/14","1.922","8.443"
"2018/11/15","1.943","8.460"
"2018/11/16","1.947","8.462"
"2018/11/19","1.942","8.456"
"2018/11/20","1.940","8.455"
"2018/11/21","1.946","8.459"
"2018/11/22","1.942","8.457"
"2018/11/23","1.914","8.436"
