변환,원자료,원자료,원자료
"2017/10/16","1.38","2.398","2.473"
"2017/10/17","1.38","2.401","2.489"
"2017/10/18","1.38","2.392","2.477"
"2017/10/19","1.38","2.429","2.550"
"2017/10/20","1.38","2.471","2.630"
"2017/10/23","1.38","2.454","2.584"
"2017/10/24","1.38","2.456","2.610"
"2017/10/25","1.38","2.500","2.648"
"2017/10/26","1.38","2.543","2.729"
"2017/10/27","1.40","2.536","2.716"
"2017/10/30","1.40","2.521","2.697"
"2017/10/31","1.40","2.571","2.728"
"2017/11/01","1.40","2.547","2.705"
"2017/11/02","1.40","2.526","2.688"
"2017/11/03","1.40","2.526","2.694"
"2017/11/06","1.40","2.549","2.711"
"2017/11/07","1.40","2.539","2.695"
"2017/11/08","1.40","2.538","2.709"
"2017/11/09","1.40","2.537","2.709"
"2017/11/10","1.40","2.564","2.720"
"2017/11/13","1.41","2.583","2.742"
"2017/11/14","1.42","2.610","2.771"
"2017/11/15","1.43","2.571","2.739"
"2017/11/16","1.44","2.564","2.735"
"2017/11/17","1.45","2.569","2.732"
"2017/11/20","1.46","2.546","2.713"
"2017/11/21","1.47","2.543","2.714"
"2017/11/22","1.48","2.541","2.724"
"2017/11/23","1.49","2.521","2.696"
"2017/11/24","1.50","2.537","2.722"
"2017/11/27","1.50","2.531","2.706"
"2017/11/28","1.50","2.484","2.676"
"2017/11/29","1.51","2.480","2.668"
"2017/11/30","1.64","2.477","2.631"
"2017/12/01","1.66","2.489","2.637"
"2017/12/04","1.66","2.485","2.635"
"2017/12/05","1.66","2.502","2.663"
"2017/12/06","1.66","2.467","2.637"
"2017/12/07","1.66","2.482","2.645"
"2017/12/08","1.66","2.486","2.645"
"2017/12/11","1.66","2.482","2.640"
"2017/12/12","1.66","2.456","2.628"
"2017/12/13","1.66","2.453","2.628"
"2017/12/14","1.66","2.450","2.628"
"2017/12/15","1.66","2.433","2.625"
"2017/12/18","1.66","2.433","2.636"
"2017/12/19","1.66","2.451","2.643"
"2017/12/20","1.66","2.467","2.638"
"2017/12/21","1.66","2.483","2.643"
"2017/12/22","1.66","2.496","2.678"
"2017/12/26","1.66","2.491","2.678"
"2017/12/27","1.66","2.497","2.693"
"2017/12/28","1.66","2.469","2.678"
"2017/12/29","1.66","2.469","2.678"
"2018/01/02","1.66","2.489","2.662"
"2018/01/03","1.66","2.508","2.664"
"2018/01/04","1.66","2.523","2.676"
"2018/01/05","1.66","2.518","2.644"
"2018/01/08","1.66","2.540","2.671"
"2018/01/09","1.66","2.565","2.684"
"2018/01/10","1.66","2.637","2.707"
"2018/01/11","1.66","2.589","2.690"
"2018/01/12","1.66","2.623","2.707"
"2018/01/15","1.66","2.658","2.750"
"2018/01/16","1.66","2.641","2.745"
"2018/01/17","1.65","2.636","2.745"
"2018/01/18","1.65","2.620","2.701"
"2018/01/19","1.65","2.638","2.701"
"2018/01/22","1.65","2.652","2.731"
"2018/01/23","1.65","2.654","2.725"
"2018/01/24","1.65","2.644","2.731"
"2018/01/25","1.65","2.661","2.748"
"2018/01/26","1.65","2.679","2.757"
"2018/01/29","1.65","2.744","2.810"
"2018/01/30","1.65","2.784","2.833"
"2018/01/31","1.65","2.769","2.809"
"2018/02/01","1.65","2.756","2.789"
"2018/02/02","1.65","2.756","2.786"
"2018/02/05","1.65","2.803","2.817"
"2018/02/06","1.65","2.749","2.788"
"2018/02/07","1.65","2.718","2.779"
"2018/02/08","1.65","2.744","2.802"
"2018/02/09","1.65","2.757","2.808"
"2018/02/12","1.65","2.806","2.835"
"2018/02/13","1.65","2.780","2.816"
"2018/02/14","1.65","2.763","2.807"
"2018/02/19","1.65","2.798","2.841"
"2018/02/20","1.65","2.807","2.852"
"2018/02/21","1.65","2.801","2.845"
"2018/02/22","1.65","2.803","2.842"
"2018/02/23","1.65","2.792","2.831"
"2018/02/26","1.65","2.763","2.813"
"2018/02/27","1.65","2.730","2.809"
"2018/02/28","1.65","2.736","2.817"
"2018/03/02","1.65","2.741","2.840"
"2018/03/05","1.65","2.737","2.853"
"2018/03/06","1.65","2.759","2.858"
"2018/03/07","1.65","2.727","2.845"
"2018/03/08","1.65","2.730","2.837"
"2018/03/09","1.65","2.744","2.846"
"2018/03/12","1.65","2.759","2.857"
"2018/03/13","1.65","2.746","2.853"
"2018/03/14","1.65","2.711","2.833"
"2018/03/15","1.65","2.704","2.827"
"2018/03/16","1.65","2.713","2.835"
"2018/03/19","1.65","2.724","2.838"
"2018/03/20","1.65","2.732","2.848"
"2018/03/21","1.65","2.723","2.850"
"2018/03/22","1.65","2.694","2.823"
"2018/03/23","1.65","2.648","2.797"
"2018/03/26","1.65","2.687","2.815"
"2018/03/27","1.65","2.676","2.807"
"2018/03/28","1.65","2.640","2.796"
"2018/03/29","1.65","2.642","2.799"
"2018/03/30","1.65","2.624","2.795"
"2018/04/02","1.65","2.643","2.802"
"2018/04/03","1.65","2.634","2.785"
"2018/04/04","1.65","2.617","2.764"
"2018/04/05","1.65","2.633","2.777"
"2018/04/06","1.65","2.607","2.763"
"2018/04/09","1.65","2.613","2.774"
"2018/04/10","1.65","2.622","2.785"
"2018/04/11","1.65","2.596","2.770"
"2018/04/12","1.65","2.580","2.762"
"2018/04/13","1.65","2.603","2.764"
"2018/04/16","1.65","2.625","2.777"
"2018/04/17","1.65","2.636","2.785"
"2018/04/18","1.65","2.652","2.795"
"2018/04/19","1.65","2.647","2.798"
"2018/04/20","1.65","2.671","2.806"
"2018/04/23","1.65","2.725","2.837"
"2018/04/24","1.65","2.726","2.830"
"2018/04/25","1.65","2.762","2.849"
"2018/04/26","1.65","2.749","2.835"
"2018/04/27","1.65","2.700","2.806"
"2018/04/30","1.65","2.713","2.819"
"2018/05/02","1.65","2.751","2.839"
"2018/05/03","1.65","2.751","2.847"
"2018/05/04","1.65","2.761","2.876"
"2018/05/08","1.65","2.787","2.901"
"2018/05/09","1.65","2.805","2.904"
"2018/05/10","1.65","2.772","2.881"
"2018/05/11","1.65","2.785","2.891"
"2018/05/14","1.65","2.795","2.909"
"2018/05/15","1.65","2.814","2.912"
"2018/05/16","1.65","2.794","2.892"
"2018/05/17","1.65","2.796","2.872"
"2018/05/18","1.65","2.765","2.844"
"2018/05/21","1.65","2.769","2.863"
"2018/05/23","1.65","2.747","2.850"
"2018/05/24","1.65","2.720","2.818"
"2018/05/25","1.65","2.716","2.823"
"2018/05/28","1.65","2.726","2.829"
"2018/05/29","1.65","2.693","2.813"
"2018/05/30","1.65","2.697","2.817"
"2018/05/31","1.65","2.695","2.816"
"2018/06/01","1.65","2.703","2.814"
"2018/06/04","1.65","2.733","2.834"
"2018/06/05","1.65","2.716","2.827"
"2018/06/07","1.65","2.750","2.842"
"2018/06/08","1.65","2.714","2.818"
"2018/06/11","1.65","2.732","2.833"
"2018/06/12","1.65","2.721","2.833"
"2018/06/14","1.65","2.711","2.846"
"2018/06/15","1.65","2.672","2.815"
"2018/06/18","1.65","2.650","2.807"
"2018/06/19","1.65","2.620","2.795"
"2018/06/20","1.65","2.618","2.797"
"2018/06/21","1.65","2.594","2.786"
"2018/06/22","1.65","2.608","2.788"
"2018/06/25","1.65","2.605","2.784"
"2018/06/26","1.65","2.618","2.788"
"2018/06/27","1.65","2.576","2.767"
"2018/06/28","1.65","2.558","2.762"
"2018/06/29","1.65","2.556","2.766"
"2018/07/02","1.65","2.530","2.766"
"2018/07/03","1.65","2.577","2.781"
"2018/07/04","1.65","2.547","2.761"
"2018/07/05","1.65","2.545","2.742"
"2018/07/06","1.65","2.555","2.749"
"2018/07/09","1.65","2.558","2.755"
"2018/07/10","1.65","2.553","2.745"
"2018/07/11","1.65","2.512","2.708"
"2018/07/12","1.65","2.542","2.744"
"2018/07/13","1.65","2.556","2.755"
"2018/07/16","1.65","2.546","2.741"
"2018/07/17","1.65","2.552","2.746"
"2018/07/18","1.65","2.530","2.740"
"2018/07/19","1.65","2.540","2.744"
"2018/07/20","1.65","2.522","2.732"
"2018/07/23","1.65","2.535","2.735"
"2018/07/24","1.65","2.575","2.748"
"2018/07/25","1.65","2.546","2.739"
"2018/07/26","1.65","2.550","2.732"
"2018/07/27","1.65","2.571","2.771"
"2018/07/30","1.65","2.573","2.786"
"2018/07/31","1.65","2.567","2.781"
"2018/08/01","1.65","2.589","2.780"
"2018/08/02","1.65","2.574","2.770"
"2018/08/03","1.65","2.580","2.765"
"2018/08/06","1.65","2.561","2.755"
"2018/08/07","1.65","2.557","2.743"
"2018/08/08","1.65","2.557","2.732"
"2018/08/09","1.65","2.521","2.714"
"2018/08/10","1.65","2.490","2.703"
"2018/08/13","1.65","2.505","2.711"
"2018/08/14","1.65","2.503","2.721"
"2018/08/16","1.65","2.475","2.707"
"2018/08/17","1.65","2.431","2.659"
"2018/08/20","1.65","2.407","2.650"
"2018/08/21","1.65","2.381","2.592"
"2018/08/22","1.65","2.402","2.626"
"2018/08/23","1.65","2.395","2.625"
"2018/08/24","1.65","2.381","2.624"
"2018/08/27","1.65","2.371","2.581"
"2018/08/28","1.65","2.354","2.546"
"2018/08/29","1.65","2.362","2.507"
"2018/08/30","1.65","2.367","2.500"
"2018/08/31","1.65","2.311","2.416"
"2018/09/03","1.65","2.292","2.404"
"2018/09/04","1.65","2.298","2.386"
"2018/09/05","1.65","2.269","2.358"
"2018/09/06","1.65","2.274","2.366"
"2018/09/07","1.65","2.268","2.365"
"2018/09/10","1.65","2.258","2.367"
"2018/09/11","1.65","2.273","2.373"
"2018/09/12","1.65","2.254","2.343"
"2018/09/13","1.65","2.262","2.370"
"2018/09/14","1.65","2.309","2.406"
"2018/09/17","1.65","2.316","2.413"
"2018/09/18","1.65","2.337","2.422"
"2018/09/19","1.65","2.374","2.438"
"2018/09/20","1.65","2.428","2.476"
"2018/09/21","1.65","2.412","2.463"
"2018/09/27","1.65","2.375","2.450"
"2018/09/28","1.65","2.357","2.449"
"2018/10/01","1.65","2.384","2.464"
"2018/10/02","1.65","2.371","2.460"
"2018/10/04","1.65","2.445","2.506"
"2018/10/05","1.65","2.453","2.522"
"2018/10/08","1.65","2.453","2.528"
"2018/10/10","1.65","2.413","2.497"
"2018/10/11","1.65","2.361","2.455"
"2018/10/12","1.66","2.399","2.486"
"2018/10/15","1.67","2.380","2.485"
"2018/10/16","1.68","2.380","2.482"
"2018/10/17","1.68","2.341","2.463"
"2018/10/18","1.69","2.293","2.423"
"2018/10/19","1.70","2.318","2.432"
"2018/10/22","1.70","2.344","2.451"
"2018/10/23","1.70","2.307","2.432"
"2018/10/24","1.70","2.309","2.445"
"2018/10/25","1.70","2.269","2.426"
"2018/10/26","1.70","2.248","2.413"
"2018/10/29","1.70","2.171","2.344"
"2018/10/30","1.70","2.221","2.384"
"2018/10/31","1.70","2.243","2.393"
"2018/11/01","1.70","2.251","2.394"
"2018/11/02","1.70","2.283","2.431"
"2018/11/05","1.70","2.279","2.432"
"2018/11/06","1.70","2.295","2.436"
"2018/11/07","1.70","2.259","2.419"
"2018/11/08","1.70","2.257","2.420"
"2018/11/09","1.70","2.233","2.416"
"2018/11/12","1.70","2.210","2.406"
"2018/11/13","1.70","2.211","2.402"
"2018/11/14","1.70","2.195","2.390"
"2018/11/15","1.70","2.231","2.409"
"2018/11/16","1.70","2.220","2.411"
"2018/11/19","1.70","2.201","2.405"
"2018/11/20","1.70","2.206","2.405"
"2018/11/21","1.70","2.209","2.409"
"2018/11/22","1.70","2.206","2.406"
"2018/11/23","1.70","2.169","2.388"
"2018/11/26","1.70","2.167","2.388"
"2018/11/27","1.70","2.150","2.380"
"2018/11/28","1.70","2.155","2.388"
"2018/11/29","1.70","2.114","2.360"
"2018/11/30","1.90","2.106","2.367"
"2018/12/03","1.90","2.128","2.388"
"2018/12/04","1.90","2.102","2.382"
"2018/12/05","1.90","2.058","2.372"
"2018/12/06","1.90","1.983","2.319"
"2018/12/07","1.90","1.993","2.313"
"2018/12/10","1.90","1.978","2.293"
"2018/12/11","1.90","1.980","2.284"
"2018/12/12","1.90","2.010","2.292"
"2018/12/13","1.90","2.018","2.288"
"2018/12/14","1.90","2.002","2.277"
"2018/12/17","1.90","2.004","2.283"
"2018/12/18","1.90","1.981","2.282"
"2018/12/19","1.90","1.932","2.272"
"2018/12/20","1.90","1.932","2.283"
"2018/12/21","1.90","1.970","2.310"
"2018/12/24","1.90","1.990","2.313"
"2018/12/26","1.92","1.948","2.279"
"2018/12/27","1.92","1.943","2.282"
"2018/12/28","1.93","1.948","2.287"
"2018/12/31","1.93","1.948","2.287"
"2019/01/02","1.93","1.948","2.270"
"2019/01/03","1.92","1.955","2.265"
"2019/01/04","1.86","1.972","2.259"
"2019/01/07","1.86","1.977","2.268"
"2019/01/08","1.86","1.994","2.269"
"2019/01/09","1.86","1.985","2.270"
"2019/01/10","1.86","1.964","2.259"
"2019/01/11","1.86","1.992","2.262"
"2019/01/14","1.86","1.973","2.257"
"2019/01/15","1.86","1.968","2.258"
"2019/01/16","1.86","1.982","2.258"
"2019/01/17","1.86","1.976","2.255"
"2019/01/18","1.86","2.008","2.267"
"2019/01/21","1.86","2.028","2.271"
"2019/01/22","1.86","1.997","2.255"
"2019/01/23","1.86","1.984","2.256"
"2019/01/24","1.86","1.993","2.261"
"2019/01/25","1.86","2.005","2.261"
"2019/01/28","1.86","2.019","2.267"
"2019/01/29","1.86","2.035","2.269"
"2019/01/30","1.86","2.051","2.272"
"2019/01/31","1.86","2.001","2.256"
"2019/02/01","1.86","1.983","2.251"
"2019/02/07","1.86","1.995","2.249"
"2019/02/08","1.86","1.965","2.234"
"2019/02/11","1.86","1.943","2.229"
"2019/02/12","1.86","1.978","2.242"
"2019/02/13","1.86","1.987","2.247"
"2019/02/14","1.86","1.990","2.242"
"2019/02/15","1.86","1.962","2.231"
"2019/02/18","1.87","1.997","2.251"
"2019/02/19","1.88","1.996","2.249"
"2019/02/20","1.89","1.992","2.252"
"2019/02/21","1.89","2.010","2.258"
"2019/02/22","1.89","2.008","2.260"
"2019/02/25","1.89","2.012","2.265"
"2019/02/26","1.89","2.003","2.261"
"2019/02/27","1.89","1.985","2.254"
"2019/02/28","1.89","1.987","2.261"
"2019/03/04","1.89","2.027","2.281"
"2019/03/05","1.89","2.029","2.283"
"2019/03/06","1.89","2.021","2.278"
"2019/03/07","1.89","2.005","2.269"
"2019/03/08","1.89","1.973","2.255"
"2019/03/11","1.89","1.986","2.261"
"2019/03/12","1.89","1.991","2.262"
"2019/03/13","1.89","1.966","2.248"
"2019/03/14","1.89","1.978","2.246"
"2019/03/15","1.90","1.989","2.256"
"2019/03/18","1.90","1.994","2.264"
"2019/03/19","1.90","1.979","2.262"
"2019/03/20","1.90","1.981","2.265"
"2019/03/21","1.90","1.932","2.247"
"2019/03/22","1.90","1.934","2.254"
"2019/03/25","1.90","1.888","2.225"
"2019/03/26","1.90","1.905","2.217"
"2019/03/27","1.90","1.845","2.187"
"2019/03/28","1.90","1.810","2.151"
"2019/03/29","1.90","1.833","2.163"
"2019/04/01","1.90","1.866","2.197"
"2019/04/02","1.89","1.856","2.178"
"2019/04/03","1.87","1.889","2.193"
"2019/04/04","1.87","1.877","2.194"
"2019/04/05","1.86","1.893","2.207"
"2019/04/08","1.86","1.868","2.196"
"2019/04/09","1.86","1.872","2.197"
"2019/04/10","1.86","1.871","2.201"
"2019/04/11","1.86","1.867","2.202"
"2019/04/12","1.86","1.881","2.204"
"2019/04/15","1.86","1.926","2.230"
"2019/04/16","1.86","1.932","2.234"
"2019/04/17","1.86","1.947","2.249"
"2019/04/18","1.86","1.893","2.215"
"2019/04/19","1.86","1.899","2.228"
"2019/04/22","1.85","1.929","2.241"
"2019/04/23","1.85","1.923","2.238"
"2019/04/24","1.85","1.912","2.219"
"2019/04/25","1.85","1.879","2.195"
"2019/04/26","1.84","1.876","2.191"
"2019/04/29","1.84","1.864","2.184"
"2019/04/30","1.84","1.845","2.171"
"2019/05/02","1.84","1.885","2.201"
"2019/05/03","1.84","1.900","2.204"
"2019/05/07","1.84","1.885","2.189"
"2019/05/08","1.84","1.878","2.184"
"2019/05/09","1.84","1.861","2.176"
"2019/05/10","1.84","1.873","2.187"
"2019/05/13","1.84","1.874","2.186"
"2019/05/14","1.84","1.868","2.177"
"2019/05/15","1.84","1.865","2.175"
"2019/05/16","1.84","1.820","2.146"
"2019/05/17","1.84","1.822","2.145"
"2019/05/20","1.84","1.847","2.157"
"2019/05/21","1.84","1.830","2.142"
"2019/05/22","1.84","1.828","2.144"
"2019/05/23","1.84","1.808","2.131"
"2019/05/24","1.84","1.792","2.126"
"2019/05/27","1.84","1.797","2.131"
"2019/05/28","1.84","1.793","2.130"
"2019/05/29","1.84","1.741","2.103"
"2019/05/30","1.84","1.741","2.110"
"2019/05/31","1.84","1.682","2.075"
"2019/06/03","1.82","1.691","2.074"
"2019/06/04","1.82","1.684","2.070"
"2019/06/05","1.82","1.654","2.050"
"2019/06/07","1.82","1.656","2.047"
"2019/06/10","1.82","1.661","2.048"
"2019/06/11","1.82","1.680","2.053"
"2019/06/12","1.81","1.600","1.999"
"2019/06/13","1.81","1.613","2.002"
"2019/06/14","1.81","1.591","1.989"
"2019/06/17","1.80","1.621","2.005"
"2019/06/18","1.80","1.614","2.007"
"2019/06/19","1.80","1.601","1.995"
"2019/06/20","1.80","1.545","1.939"
"2019/06/21","1.80","1.569","1.949"
"2019/06/24","1.79","1.563","1.949"
"2019/06/25","1.79","1.584","1.971"
"2019/06/26","1.78","1.605","1.982"
"2019/06/27","1.78","1.616","1.984"
"2019/06/28","1.78","1.596","1.967"
"2019/07/01","1.78","1.608","1.974"
"2019/07/02","1.78","1.586","1.958"
"2019/07/03","1.78","1.534","1.925"
"2019/07/04","1.78","1.523","1.915"
"2019/07/05","1.78","1.533","1.923"
"2019/07/08","1.78","1.530","1.922"
"2019/07/09","1.78","1.538","1.923"
"2019/07/10","1.78","1.562","1.938"
"2019/07/11","1.78","1.547","1.920"
"2019/07/12","1.78","1.569","1.927"
"2019/07/15","1.78","1.582","1.937"
"2019/07/16","1.78","1.573","1.934"
"2019/07/17","1.73","1.546","1.903"
"2019/07/18","1.61","1.472","1.850"
"2019/07/19","1.59","1.456","1.832"
"2019/07/22","1.59","1.465","1.837"
"2019/07/23","1.59","1.472","1.843"
"2019/07/24","1.56","1.465","1.830"
"2019/07/25","1.54","1.431","1.809"
"2019/07/26","1.53","1.426","1.817"
"2019/07/29","1.53","1.412","1.817"
"2019/07/30","1.52","1.409","1.812"
"2019/07/31","1.50","1.390","1.803"
"2019/08/01","1.50","1.410","1.822"
"2019/08/02","1.50","1.349","1.773"
"2019/08/05","1.50","1.253","1.693"
"2019/08/06","1.49","1.256","1.688"
"2019/08/07","1.49","1.251","1.678"
"2019/08/08","1.49","1.270","1.691"
"2019/08/09","1.49","1.286","1.707"
"2019/08/12","1.49","1.285","1.706"
"2019/08/13","1.49","1.229","1.678"
"2019/08/14","1.49","1.231","1.678"
"2019/08/16","1.49","1.172","1.626"
"2019/08/19","1.49","1.184","1.628"
"2019/08/20","1.49","1.198","1.636"
"2019/08/21","1.49","1.277","1.685"
"2019/08/22","1.49","1.229","1.658"
"2019/08/23","1.49","1.261","1.691"
"2019/08/26","1.49","1.191","1.648"
"2019/08/27","1.49","1.238","1.695"
"2019/08/28","1.49","1.244","1.701"
"2019/08/29","1.49","1.248","1.691"
"2019/08/30","1.49","1.276","1.693"
"2019/09/02","1.49","1.344","1.740"
"2019/09/03","1.49","1.331","1.734"
"2019/09/04","1.50","1.344","1.741"
"2019/09/05","1.53","1.367","1.760"
"2019/09/06","1.54","1.381","1.769"
"2019/09/09","1.54","1.353","1.742"
"2019/09/10","1.54","1.370","1.748"
"2019/09/11","1.54","1.397","1.764"
"2019/09/16","1.54","1.536","1.850"
"2019/09/17","1.54","1.500","1.822"
"2019/09/18","1.54","1.468","1.816"
"2019/09/19","1.55","1.463","1.835"
"2019/09/20","1.55","1.455","1.836"
"2019/09/23","1.55","1.462","1.837"
"2019/09/24","1.55","1.454","1.829"
"2019/09/25","1.55","1.424","1.807"
"2019/09/26","1.55","1.433","1.806"
"2019/09/27","1.55","1.438","1.806"
"2019/09/30","1.55","1.456","1.800"
"2019/10/01","1.55","1.498","1.824"
"2019/10/02","1.55","1.497","1.806"
"2019/10/04","1.55","1.373","1.717"
"2019/10/07","1.55","1.386","1.738"
"2019/10/08","1.55","1.429","1.766"
"2019/10/10","1.55","1.459","1.779"
"2019/10/11","1.55","1.488","1.785"
"2019/10/14","1.55","1.488","1.787"
"2019/10/15","1.55","1.499","1.791"
"2019/10/16","1.36","1.530","1.827"
"2019/10/17","1.36","1.578","1.879"
"2019/10/18","1.36","1.587","1.880"
"2019/10/21","1.36","1.660","1.912"
"2019/10/22","1.36","1.655","1.885"
"2019/10/23","1.36","1.654","1.894"
"2019/10/24","1.37","1.641","1.905"
"2019/10/25","1.37","1.677","1.943"
"2019/10/28","1.44","1.765","2.018"
"2019/10/29","1.44","1.777","1.994"
"2019/10/30","1.44","1.753","1.981"
"2019/10/31","1.44","1.728","1.973"
"2019/11/01","1.44","1.732","1.976"
"2019/11/04","1.46","1.827","2.053"
"2019/11/05","1.49","1.817","2.026"
"2019/11/06","1.50","1.820","2.033"
"2019/11/07","1.52","1.822","2.048"
"2019/11/08","1.52","1.803","2.023"
"2019/11/11","1.53","1.788","2.011"
"2019/11/12","1.53","1.842","2.064"
"2019/11/13","1.53","1.787","2.015"
"2019/11/14","1.53","1.785","2.016"
"2019/11/15","1.53","1.790","2.019"
"2019/11/18","1.53","1.781","2.023"
"2019/11/19","1.53","1.734","1.995"
"2019/11/20","1.53","1.671","1.965"
"2019/11/21","1.53","1.672","1.978"
"2019/11/22","1.53","1.687","1.972"
"2019/11/25","1.53","1.725","1.988"
"2019/11/26","1.53","1.707","1.989"
"2019/11/27","1.53","1.671","1.975"
"2019/11/28","1.53","1.667","1.957"
"2019/11/29","1.53","1.630","1.922"
"2019/12/02","1.53","1.688","1.957"
"2019/12/03","1.53","1.736","1.986"
"2019/12/04","1.53","1.657","1.939"
"2019/12/05","1.53","1.661","1.957"
"2019/12/06","1.53","1.680","1.969"
"2019/12/09","1.53","1.664","1.955"
"2019/12/10","1.53","1.616","1.949"
"2019/12/11","1.53","1.621","1.942"
"2019/12/12","1.53","1.619","1.942"
"2019/12/13","1.53","1.649","1.962"
"2019/12/16","1.53","1.612","1.935"
"2019/12/17","1.53","1.605","1.930"
"2019/12/18","1.53","1.606","1.927"
"2019/12/19","1.53","1.655","1.949"
"2019/12/20","1.53","1.673","1.959"
"2019/12/23","1.53","1.642","1.951"
"2019/12/24","1.53","1.631","1.945"
"2019/12/26","1.53","1.641","1.941"
"2019/12/27","1.53","1.683","1.944"
"2019/12/30","1.53","1.683","1.937"
"2019/12/31","1.53","1.683","1.937"
